"tissue_type","sample_id","expression"
"Esophagus - Mucosa","GTEX-1QP28-1826-SM-EAZ4L.1",1797034.74686435
"Esophagus - Mucosa","GTEX-1R7EU-0826-SM-DPRZL.1",788637.880757475
"Esophagus - Gastroesophageal Junction","GTEX-1RAZR-1426-SM-EVR4M.1",248989.916734006
"Esophagus - Muscularis","GTEX-1R9PM-1026-SM-EVR3N.1",172610.05515933
"Esophagus - Mucosa","GTEX-YEC4-1026-SM-9WG7N.1",2297122.58019183
"Esophagus - Gastroesophageal Junction","GTEX-1QW4Y-0626-SM-E9J2O.1",238051.73968544
"Esophagus - Gastroesophageal Junction","GTEX-1S3DN-1426-SM-EWRNO.1",132569.768939793
"Esophagus - Muscularis","GTEX-P44H-1426-SM-E9U4O.1",59878.907119184
"Esophagus - Gastroesophageal Junction","GTEX-ZGAY-1526-SM-DO11O.1",272295.026291443
"Esophagus - Muscularis","GTEX-ZV7C-1126-SM-5E45O.1",1900432.13997119
"Esophagus - Gastroesophageal Junction","GTEX-1QP9N-0526-SM-DTX9P.1",171052.47748539
"Esophagus - Muscularis","GTEX-1R9K4-1826-SM-EVYBP.1",269929.382004708
"Esophagus - Muscularis","GTEX-OOBK-0726-SM-3LK5Q.1",164412.27792807
"Esophagus - Mucosa","GTEX-P4QS-0626-SM-3NMD1.1",842122.521636276
"Esophagus - Muscularis","GTEX-NPJ8-2026-SM-3TW91.1",1058028.55168698
"Esophagus - Gastroesophageal Junction","GTEX-145LT-1326-SM-5O9AQ.1",241682.183887854
"Esophagus - Gastroesophageal Junction","GTEX-14B4R-0626-SM-5TDDQ.1",291243.602805982
"Esophagus - Mucosa","GTEX-14BIM-1326-SM-7EWD1.1",1029957.02022509
"Esophagus - Muscularis","GTEX-14E7W-1826-SM-69LQ1.1",474171.146166368
"Esophagus - Muscularis","GTEX-15CHC-1426-SM-5ZZVQ.1",144433.123704458
"Esophagus - Muscularis","GTEX-15DCD-1726-SM-7KUN1.1",317652.156600967
"Esophagus - Muscularis","GTEX-15SDE-0726-SM-6M48Q.1",103444.237548162
"Esophagus - Gastroesophageal Junction","GTEX-15UF6-2226-SM-6M471.1",479698.790242303
"Esophagus - Gastroesophageal Junction","GTEX-16A39-1226-SM-7KUEQ.1",209605.45269297
"Esophagus - Muscularis","GTEX-16NFA-1226-SM-6M481.1",159985.47822319
"Esophagus - Gastroesophageal Junction","GTEX-17F9E-1026-SM-7DUF1.1",203761.608638115
"Esophagus - Gastroesophageal Junction","GTEX-183FY-1726-SM-7LT9Q.1",169881.366452353
"Esophagus - Muscularis","GTEX-18D9B-2126-SM-7LTAQ.1",451369.614353137
"Esophagus - Mucosa","GTEX-1AMEY-0226-SM-7189Q.1",969843.890899295
"Esophagus - Mucosa","GTEX-1AX9K-1126-SM-731DQ.1",472953.190692009
"Esophagus - Gastroesophageal Junction","GTEX-1AYCT-1426-SM-7DUG1.1",231212.451252503
"Esophagus - Muscularis","GTEX-1CB4G-1426-SM-7RHH1.1",144901.568117673
"Esophagus - Mucosa","GTEX-1HBPN-1326-SM-A8N9Q.1",1051388.35212966
"Esophagus - Muscularis","GTEX-1HCVE-1326-SM-A9G3Q.1",141751.279438803
"Esophagus - Mucosa","GTEX-1HKZK-1426-SM-A96U1.1",1716450.59668107
"Esophagus - Mucosa","GTEX-1HSMQ-2026-SM-B2LY1.1",1112274.41473726
"Esophagus - Mucosa","GTEX-1I4MK-0426-SM-B2LWQ.1",1519153.52094532
"Esophagus - Muscularis","GTEX-P4PQ-0726-SM-3NMCR.1",382976.730023773
"Esophagus - Mucosa","GTEX-O5YV-1026-SM-3LK72.1",1337455.64416962
"Esophagus - Mucosa","GTEX-13OVK-1126-SM-6PAMR.1",1597500.8490555
"Esophagus - Muscularis","GTEX-13SLX-1926-SM-5ZZUR.1",181299.699024464
"Esophagus - Mucosa","GTEX-14ICK-2026-SM-6AJB2.1",1277799.24814672
"Esophagus - Muscularis","GTEX-14PJ3-0826-SM-6AJBR.1",124922.413894061
"Esophagus - Muscularis","GTEX-14PJ6-1126-SM-6AJ9R.1",515593.343404888
"Esophagus - Gastroesophageal Junction","GTEX-14PKU-1026-SM-6EU12.1",298715.291196758
"Esophagus - Muscularis","GTEX-14PKV-1526-SM-664O2.1",163311.433557015
"Esophagus - Muscularis","GTEX-14PN3-1126-SM-69LOR.1",145721.345840799
"Esophagus - Gastroesophageal Junction","GTEX-15D1Q-1526-SM-686Z2.1",728641.862534987
"Esophagus - Muscularis","GTEX-15EOM-1926-SM-69LQ2.1",266556.582229561
"Esophagus - Muscularis","GTEX-15EOM-5016-SM-7P8SR.1",230217.006874422
"Esophagus - Muscularis","GTEX-16BQI-1626-SM-7KULR.1",274754.35946082
"Esophagus - Mucosa","GTEX-16MT8-1326-SM-6M47R.1",632458.513391654
"Esophagus - Gastroesophageal Junction","GTEX-17EVQ-1726-SM-7LT9R.1",675531.977186757
"Esophagus - Gastroesophageal Junction","GTEX-17HHE-0826-SM-793A2.1",93841.1270772581
"Esophagus - Muscularis","GTEX-18A6Q-1326-SM-7LG62.1",270538.359741887
"Esophagus - Muscularis","GTEX-18QFQ-1126-SM-72D6R.1",654182.623054492
"Esophagus - Gastroesophageal Junction","GTEX-1AMFI-0126-SM-73KZ2.1",141317.96835658
"Esophagus - Muscularis","GTEX-1B932-2626-SM-73KWR.1",141891.812762768
"Esophagus - Gastroesophageal Junction","GTEX-1B97J-1426-SM-79OLR.1",66378.5733525395
"Esophagus - Muscularis","GTEX-1C2JI-1226-SM-7DHM2.1",200576.186628254
"Esophagus - Muscularis","GTEX-1C6VQ-1926-SM-7MGVR.1",481736.523439787
"Esophagus - Muscularis","GTEX-1C6WA-2126-SM-7P8RR.1",243216.339341133
"Esophagus - Mucosa","GTEX-1E1VI-1526-SM-7IGQ2.1",797971.63569078
"Esophagus - Muscularis","GTEX-1F75I-1626-SM-7RHI2.1",204815.608567848
"Esophagus - Mucosa","GTEX-1GN1U-1826-SM-9JGH2.1",1680005.62133296
"Esophagus - Mucosa","GTEX-1GPI7-1026-SM-7MGY2.1",732483.106723348
"Esophagus - Mucosa","GTEX-1H1ZS-1526-SM-9OSXR.1",1494103.45594866
"Esophagus - Gastroesophageal Junction","GTEX-1HKZK-1226-SM-9WYUR.1",471957.746313927
"Esophagus - Mucosa","GTEX-1HSGN-1626-SM-A96U2.1",624249.025050065
"Esophagus - Gastroesophageal Junction","GTEX-1I1GQ-1626-SM-A9SKR.1",249704.294464158
"Esophagus - Gastroesophageal Junction","GTEX-1I1GT-1626-SM-B2LWR.1",144702.479242057
"Esophagus - Gastroesophageal Junction","GTEX-1ICG6-2126-SM-CE6T2.1",134010.235510429
"Esophagus - Muscularis","GTEX-1ICLZ-1426-SM-CKZPR.1",112813.125812458
"Esophagus - Muscularis","GTEX-1IDJF-1326-SM-A9G2R.1",303891.601962782
"Esophagus - Gastroesophageal Junction","GTEX-1JMPZ-1726-SM-CNNPR.1",335499.888744452
"Esophagus - Gastroesophageal Junction","GTEX-1JN1M-1826-SM-ARU92.1",381840.752321728
"Esophagus - Mucosa","GTEX-1LG7Y-1726-SM-EV7AR.1",1540432.6084156
"Esophagus - Gastroesophageal Junction","GTEX-1LG7Z-1126-SM-DIPF2.1",267130.426635749
"Esophagus - Mucosa","GTEX-1MCC2-1926-SM-DHXJR.1",1403611.70642589
"Esophagus - Muscularis","GTEX-P4PP-0726-SM-3NM9S.1",307896.801695769
"Esophagus - Muscularis","GTEX-13OVK-1226-SM-6M473.1",156308.189579454
"Esophagus - Muscularis","GTEX-13RTJ-1426-SM-793B3.1",416423.661127311
"Esophagus - Gastroesophageal Junction","GTEX-13X6J-1726-SM-5TDCS.1",300589.068849618
"Esophagus - Gastroesophageal Junction","GTEX-14PHW-1326-SM-6EU1S.1",421810.771879282
"Esophagus - Muscularis","GTEX-14PK6-1126-SM-5YY93.1",223237.185117521
"Esophagus - Muscularis","GTEX-14PKU-0926-SM-69LPS.1",199393.364484887
"Esophagus - Mucosa","GTEX-17F96-2526-SM-7DHL3.1",1242419.98383867
"Esophagus - Gastroesophageal Junction","GTEX-17F96-2826-SM-7IGP3.1",286067.292039958
"Esophagus - Gastroesophageal Junction","GTEX-17MF6-1726-SM-7LTA3.1",387227.863073698
"Esophagus - Gastroesophageal Junction","GTEX-1A3MV-1426-SM-72D63.1",107871.037253042
"Esophagus - Muscularis","GTEX-1AX9I-1526-SM-72D53.1",375376.219419363
"Esophagus - Muscularis","GTEX-1CAMR-0526-SM-7P8RS.1",104158.615278314
"Esophagus - Gastroesophageal Junction","GTEX-1EMGI-2026-SM-7RHH3.1",184286.032158709
"Esophagus - Muscularis","GTEX-1EMGI-2126-SM-7P8S3.1",153989.389734041
"Esophagus - Mucosa","GTEX-1EU9M-2326-SM-7MKGS.1",1096558.1046739
"Esophagus - Mucosa","GTEX-1GN73-1926-SM-9JGGS.1",2009907.59933949
"Esophagus - Mucosa","GTEX-1H1DG-1226-SM-9JGH3.1",3023000.62068884
"Esophagus - Muscularis","GTEX-1HCU9-0926-SM-B2LXS.1",80712.9723969129
"Esophagus - Mucosa","GTEX-1I1GU-1426-SM-B2LX3.1",1821920.85631639
"Esophagus - Muscularis","GTEX-1ICLY-2226-SM-ARZM3.1",233847.451076836
"Esophagus - Mucosa","GTEX-1J8EW-1326-SM-AHZ3S.1",1634789.0243474
"Esophagus - Muscularis","GTEX-1J8Q3-2026-SM-CE6R3.1",97506.704610664
"Esophagus - Mucosa","GTEX-1K2DU-1726-SM-EV79S.1",2032919.93113867
"Esophagus - Mucosa","GTEX-1K9T9-2026-SM-CXZK3.1",943751.537083231
"Esophagus - Muscularis","GTEX-1LG7Z-1026-SM-D3LA3.1",283080.958905714
"Esophagus - Muscularis","GTEX-1MJK2-2426-SM-EVYCS.1",147677.101265971
"Esophagus - Gastroesophageal Junction","GTEX-1MJK2-2526-SM-E9TJ3.1",532035.742308729
"Esophagus - Muscularis","GTEX-1OKEX-1426-SM-E6CP3.1",184789.609902915
"Esophagus - Mucosa","GTEX-1PPGY-1726-SM-EVR3S.1",2368689.17542072
"Esophagus - Mucosa","GTEX-P78B-1026-SM-3NMC4.1",1212205.31918631
"Esophagus - Mucosa","GTEX-OIZI-1426-SM-3NB1T.1",1439670.2151331
"Esophagus - Muscularis","GTEX-131XF-5007-SM-7PC34.1",108292.637224935
"Esophagus - Mucosa","GTEX-13PL7-0226-SM-731DT.1",889997.540666831
"Esophagus - Gastroesophageal Junction","GTEX-13PVR-2026-SM-73KXT.1",132850.835587722
"Esophagus - Muscularis","GTEX-14E1K-1126-SM-73KV4.1",180515.054632329
"Esophagus - Mucosa","GTEX-14PJN-0526-SM-68724.1",1340898.71060675
"Esophagus - Gastroesophageal Junction","GTEX-178AV-0826-SM-7KUET.1",193092.787127148
"Esophagus - Muscularis","GTEX-17HGU-1526-SM-7EWE4.1",154153.345278666
"Esophagus - Gastroesophageal Junction","GTEX-17JCI-1426-SM-7MGW4.1",428240.171450655
"Esophagus - Mucosa","GTEX-18A66-1426-SM-7KFRT.1",897398.962395624
"Esophagus - Muscularis","GTEX-1AMEY-0326-SM-72D5T.1",168206.67767511
"Esophagus - Gastroesophageal Junction","GTEX-1AX9K-1026-SM-73KU4.1",242279.450514703
"Esophagus - Gastroesophageal Junction","GTEX-1C4CL-1426-SM-793CT.1",147782.501258944
"Esophagus - Muscularis","GTEX-1C4CL-1526-SM-7MGX4.1",279274.848048343
"Esophagus - Mucosa","GTEX-1C64O-1826-SM-7DHM4.1",1186405.74312851
"Esophagus - Muscularis","GTEX-1CAMQ-2526-SM-7MGWT.1",273969.715068686
"Esophagus - Gastroesophageal Junction","GTEX-1CAMS-1626-SM-79394.1",181135.743479839
"Esophagus - Mucosa","GTEX-1CB4H-1526-SM-7MXU4.1",3357797.84281348
"Esophagus - Mucosa","GTEX-1EX96-2226-SM-7MKGT.1",1864666.40902224
"Esophagus - Muscularis","GTEX-1GF9U-0926-SM-7PC14.1",343978.73262364
"Esophagus - Muscularis","GTEX-1GN73-2026-SM-9WYTT.1",150815.67883451
"Esophagus - Mucosa","GTEX-1HBPI-0626-SM-9WPP4.1",767101.148859923
"Esophagus - Mucosa","GTEX-1HC8U-1526-SM-9WPO4.1",571736.406328684
"Esophagus - Gastroesophageal Junction","GTEX-1I1GU-1226-SM-A9SKT.1",249470.072257551
"Esophagus - Gastroesophageal Junction","GTEX-1IDJH-1826-SM-A96T4.1",270737.448617503
"Esophagus - Muscularis","GTEX-1IDJH-1926-SM-ARU7T.1",258440.782770614
"Esophagus - Muscularis","GTEX-1IDJU-1226-SM-A9G2T.1",187272.365292953
"Esophagus - Gastroesophageal Junction","GTEX-1IKOH-1626-SM-A9SLT.1",316328.801133635
"Esophagus - Gastroesophageal Junction","GTEX-1J1OQ-2326-SM-A96ST.1",435700.148731101
"Esophagus - Muscularis","GTEX-1J8EW-1226-SM-A9G34.1",664968.555668762
"Esophagus - Muscularis","GTEX-1JJ6O-1426-SM-CY8HT.1",482275.234514984
"Esophagus - Gastroesophageal Junction","GTEX-1JKYN-1626-SM-ARU8T.1",133436.39110424
"Esophagus - Muscularis","GTEX-1JMPZ-1926-SM-E9TIT.1",217065.429973416
"Esophagus - Gastroesophageal Junction","GTEX-1LG7Y-1626-SM-D4P24.1",290540.936186159
"Esophagus - Gastroesophageal Junction","GTEX-1LGOU-0926-SM-DIPFT.1",73721.4395296818
"Esophagus - Mucosa","GTEX-1LH75-0726-SM-DIPG4.1",697068.709084308
"Esophagus - Muscularis","GTEX-1PPH8-1826-SM-EVR44.1",169026.455398236
"Esophagus - Mucosa","GTEX-P4PQ-0626-SM-3NMCU.1",1206841.630655
"Esophagus - Mucosa","GTEX-OHPL-0726-SM-3TW8U.1",891110.096148215
"Esophagus - Gastroesophageal Junction","GTEX-14AS3-0826-SM-5TDD5.1",222429.118504725
"Esophagus - Muscularis","GTEX-14BIN-2626-SM-5YY8U.1",482169.834522011
"Esophagus - Mucosa","GTEX-14PJ3-0626-SM-6UGC5.1",942744.381594818
"Esophagus - Mucosa","GTEX-14PKV-1726-SM-6871U.1",898804.295635268
"Esophagus - Gastroesophageal Junction","GTEX-15DYW-1726-SM-7KUM5.1",207274.941737226
"Esophagus - Mucosa","GTEX-15ETS-1926-SM-7KUN5.1",823654.100645281
"Esophagus - Muscularis","GTEX-15SHU-1526-SM-7KUF5.1",371031.397486795
"Esophagus - Muscularis","GTEX-15SHW-1926-SM-7KUKU.1",464111.302392579
"Esophagus - Mucosa","GTEX-15UF6-2326-SM-6M465.1",1244164.93927789
"Esophagus - Mucosa","GTEX-16A39-1026-SM-6LPJU.1",1414022.88350958
"Esophagus - Mucosa","GTEX-16NPX-1626-SM-6LLI5.1",1130262.68020471
"Esophagus - Mucosa","GTEX-16Z82-1926-SM-6M47U.1",871751.630772113
"Esophagus - Mucosa","GTEX-183WM-1726-SM-7KFT5.1",971975.312979423
"Esophagus - Mucosa","GTEX-18A67-2426-SM-7LT95.1",633231.446673459
"Esophagus - Gastroesophageal Junction","GTEX-18D9A-0426-SM-72D55.1",234409.584372694
"Esophagus - Muscularis","GTEX-18D9U-1726-SM-7LTA5.1",353757.509749499
"Esophagus - Mucosa","GTEX-1AMFI-0226-SM-731D5.1",1139584.72402768
"Esophagus - Muscularis","GTEX-1AMFI-0326-SM-731CU.1",123844.991743667
"Esophagus - Mucosa","GTEX-1B932-1826-SM-73KTU.1",110424.059305063
"Esophagus - Muscularis","GTEX-1B97J-0926-SM-79ONU.1",62361.6625092225
"Esophagus - Muscularis","GTEX-1CB4J-2226-SM-7EWF5.1",124243.1694949
"Esophagus - Gastroesophageal Junction","GTEX-1EH9U-2326-SM-7P8P5.1",550457.318858401
"Esophagus - Muscularis","GTEX-1EH9U-2526-SM-79OO5.1",492171.122744147
"Esophagus - Mucosa","GTEX-1F52S-1426-SM-7P8PU.1",2121081.1697057
"Esophagus - Muscularis","GTEX-1F5PK-1626-SM-7PBZU.1",722481.818501212
"Esophagus - Gastroesophageal Junction","GTEX-1F5PL-1226-SM-7P8R5.1",243766.76152666
"Esophagus - Mucosa","GTEX-1GN1W-2226-SM-9JGI5.1",2088137.81634637
"Esophagus - Mucosa","GTEX-1GTWX-1326-SM-9JGHU.1",621461.780791437
"Esophagus - Muscularis","GTEX-1H1E6-1326-SM-9WPQ5.1",200693.297731558
"Esophagus - Mucosa","GTEX-1H23P-1426-SM-9JGH5.1",3295822.64694516
"Esophagus - Mucosa","GTEX-1HBPH-1126-SM-A96TU.1",1751326.28324491
"Esophagus - Gastroesophageal Junction","GTEX-1IKK5-1426-SM-CJI3U.1",101336.237688695
"Esophagus - Mucosa","GTEX-1IL2U-1426-SM-A8N8U.1",1518134.65434658
"Esophagus - Muscularis","GTEX-1J8QM-1726-SM-A9G35.1",224630.807246835
"Esophagus - Gastroesophageal Junction","GTEX-1JMPY-0726-SM-CE6RU.1",281371.13679748
"Esophagus - Gastroesophageal Junction","GTEX-1KANB-1626-SM-CY8I5.1",181978.943423626
"Esophagus - Mucosa","GTEX-1KANB-1826-SM-DHXJU.1",1346215.55469674
"Esophagus - Muscularis","GTEX-1KD4Q-1226-SM-DIPFU.1",509573.832695077
"Esophagus - Muscularis","GTEX-1LNCM-0726-SM-DKPQ5.1",1402674.81759946
"Esophagus - Mucosa","GTEX-1MA7W-0426-SM-E9TJ5.1",1137757.79081615
"Esophagus - Mucosa","GTEX-1OJC3-0826-SM-DPRYU.1",741781.728325663
"Esophagus - Mucosa","GTEX-1OKEX-1326-SM-E9J2U.1",1258136.29390202
"Esophagus - Muscularis","GTEX-1PIGE-1026-SM-EWRMU.1",259928.093782571
"Esophagus - Mucosa","GTEX-14A6H-5010-SM-79OOV.1",1238742.69519493
"Esophagus - Gastroesophageal Junction","GTEX-14BMV-1526-SM-793AV.1",99263.3711602197
"Esophagus - Gastroesophageal Junction","GTEX-14E1K-1426-SM-5YY8V.1",244164.939277893
"Esophagus - Muscularis","GTEX-14E6E-0626-SM-73KX6.1",179929.499115811
"Esophagus - Muscularis","GTEX-14H4A-1726-SM-5ZZUV.1",72081.88408343
"Esophagus - Muscularis","GTEX-14PJ4-1426-SM-69LO6.1",123903.547295319
"Esophagus - Mucosa","GTEX-15FZZ-1226-SM-7KUFV.1",201220.297696424
"Esophagus - Gastroesophageal Junction","GTEX-16AAH-0826-SM-7LT9V.1",201524.786565014
"Esophagus - Muscularis","GTEX-16NPV-1526-SM-7KUL6.1",497089.789082903
"Esophagus - Mucosa","GTEX-18D9B-2026-SM-7LT96.1",1279391.95915165
"Esophagus - Muscularis","GTEX-1AX8Y-1426-SM-73KU6.1",127615.969270046
"Esophagus - Gastroesophageal Junction","GTEX-1AX8Z-1826-SM-73KW6.1",520605.698626287
"Esophagus - Gastroesophageal Junction","GTEX-1AX9J-2026-SM-731AV.1",249212.427830282
"Esophagus - Mucosa","GTEX-1B996-1826-SM-7MGY6.1",1268488.91543407
"Esophagus - Mucosa","GTEX-1F5PK-1526-SM-7MKGV.1",1450409.30330605
"Esophagus - Mucosa","GTEX-1F7RK-1526-SM-7P8T6.1",1055463.81852463
"Esophagus - Muscularis","GTEX-1GF9X-0726-SM-7SB7V.1",398669.61786647
"Esophagus - Mucosa","GTEX-1GMR2-1526-SM-7MXV6.1",595568.515850988
"Esophagus - Muscularis","GTEX-1GMR3-1426-SM-7PC16.1",167597.699937931
"Esophagus - Mucosa","GTEX-1H1DE-1026-SM-9JGH6.1",1173546.94398576
"Esophagus - Mucosa","GTEX-1HB9E-1526-SM-D3LA6.1",1646804.62354636
"Esophagus - Mucosa","GTEX-1HCU8-2226-SM-9WPOV.1",1252924.84980501
"Esophagus - Muscularis","GTEX-1I1GU-1326-SM-ARZM6.1",56201.6184754476
"Esophagus - Gastroesophageal Junction","GTEX-1IKOE-2226-SM-ACKWV.1",174366.721708885
"Esophagus - Mucosa","GTEX-1L5NE-1426-SM-DHXKV.1",1889423.69626064
"Esophagus - Gastroesophageal Junction","GTEX-1LBAC-1126-SM-D3L9V.1",166918.45553877
"Esophagus - Muscularis","GTEX-1N5O9-2026-SM-DTXA6.1",185878.743163639
"Esophagus - Gastroesophageal Junction","GTEX-1PDJ9-1526-SM-DTXEV.1",152595.767604726
"Esophagus - Gastroesophageal Junction","GTEX-1PPGY-1226-SM-E76OV.1",475037.768330815
"Esophagus - Muscularis","GTEX-1QP67-0826-SM-EVR46.1",126737.635995269
"Esophagus - Mucosa","GTEX-1QW4Y-0526-SM-EAZ3V.1",1659405.77826184
"Esophagus - Gastroesophageal Junction","GTEX-144FL-2626-SM-5TDCW.1",481127.545702608
"Esophagus - Mucosa","GTEX-145MO-1426-SM-DTX9W.1",876576.608228226
"Esophagus - Muscularis","GTEX-148VI-1126-SM-5S2QW.1",211701.741442106
"Esophagus - Muscularis","GTEX-14C38-2226-SM-793AW.1",474253.12393868
"Esophagus - Gastroesophageal Junction","GTEX-14C5O-2226-SM-5ZZW7.1",394231.107051259
"Esophagus - Gastroesophageal Junction","GTEX-14E6E-0826-SM-664N7.1",174542.388363841
"Esophagus - Gastroesophageal Junction","GTEX-14PK6-1226-SM-6EU1W.1",158685.544976519
"Esophagus - Gastroesophageal Junction","GTEX-14PN3-1226-SM-69LOW.1",202192.319853845
"Esophagus - Muscularis","GTEX-15CHR-0926-SM-7DUFW.1",396901.240206584
"Esophagus - Gastroesophageal Junction","GTEX-15ER7-1926-SM-7KUEW.1",295307.35809062
"Esophagus - Muscularis","GTEX-17F98-1926-SM-7DHLW.1",299535.068919884
"Esophagus - Muscularis","GTEX-17HHE-0726-SM-7DHL7.1",231294.429024816
"Esophagus - Muscularis","GTEX-17HHY-1726-SM-7EWD7.1",352235.065406551
"Esophagus - Muscularis","GTEX-17MFQ-0626-SM-793A7.1",108608.837203855
"Esophagus - Mucosa","GTEX-183FY-1526-SM-7IGOW.1",664230.755717949
"Esophagus - Mucosa","GTEX-18D9A-0526-SM-7KFSW.1",1859068.49828432
"Esophagus - Mucosa","GTEX-1B8KZ-0726-SM-7938W.1",492440.478281746
"Esophagus - Gastroesophageal Junction","GTEX-1B8L1-1026-SM-79ONW.1",227921.629249669
"Esophagus - Gastroesophageal Junction","GTEX-1B996-1726-SM-7IGMW.1",158509.878321564
"Esophagus - Gastroesophageal Junction","GTEX-1CB4F-1326-SM-793CW.1",180023.187998454
"Esophagus - Gastroesophageal Junction","GTEX-1EU9M-2126-SM-7P8P7.1",426577.193783743
"Esophagus - Mucosa","GTEX-1EWIQ-1526-SM-79OO7.1",1070172.97309958
"Esophagus - Mucosa","GTEX-1F75I-1726-SM-7MKGW.1",1278853.24807645
"Esophagus - Muscularis","GTEX-1GN1U-1926-SM-9KNUW.1",507465.832835611
"Esophagus - Muscularis","GTEX-1H1ZS-1626-SM-9KNU7.1",120097.436437949
"Esophagus - Gastroesophageal Junction","GTEX-1H3VY-2226-SM-9WYU7.1",197660.120155992
"Esophagus - Muscularis","GTEX-1HBPH-1226-SM-9WPNW.1",188747.96519458
"Esophagus - Gastroesophageal Junction","GTEX-1HCU8-2426-SM-A9SM7.1",247362.072398084
"Esophagus - Mucosa","GTEX-1HCUA-1426-SM-9WPP7.1",741313.283912447
"Esophagus - Muscularis","GTEX-1HFI7-1326-SM-9WPOW.1",158088.27834967
"Esophagus - Gastroesophageal Junction","GTEX-1HT8W-2126-SM-ACKW7.1",567016.828865545
"Esophagus - Muscularis","GTEX-1I6K6-1326-SM-ARZM7.1",136200.213142208
"Esophagus - Gastroesophageal Junction","GTEX-1J1R8-1026-SM-CJI37.1",534811.275457026
"Esophagus - Mucosa","GTEX-1JMQJ-1226-SM-D3L97.1",1185644.52095703
"Esophagus - Muscularis","GTEX-1JN1M-2026-SM-D4P2W.1",314946.890114652
"Esophagus - Mucosa","GTEX-1LGRB-1626-SM-CNNR7.1",1839253.29960534
"Esophagus - Gastroesophageal Junction","GTEX-1M5QR-0526-SM-EV7AW.1",441110.681703732
"Esophagus - Mucosa","GTEX-1M5QR-0726-SM-DHXK7.1",470470.435301971
"Esophagus - Gastroesophageal Junction","GTEX-1PIEJ-1026-SM-DTXEW.1",187764.231926829
"Esophagus - Gastroesophageal Junction","GTEX-1QAET-1526-SM-EWRMW.1",726861.77376477
"Esophagus - Mucosa","GTEX-P4PP-0626-SM-3NM9X.1",1803136.23534647
"Esophagus - Mucosa","GTEX-OIZG-1026-SM-3LK5X.1",2046528.24134256
"Esophagus - Mucosa","GTEX-NFK9-1126-SM-3LK78.1",1213622.36353629
"Esophagus - Muscularis","GTEX-1399T-1426-SM-664M8.1",219419.36314982
"Esophagus - Mucosa","GTEX-13FHO-1726-SM-DPRZX.1",1293281.33600347
"Esophagus - Muscularis","GTEX-145ME-5007-SM-7DHN8.1",290049.069552284
"Esophagus - Muscularis","GTEX-14BMU-0826-SM-73KZ8.1",212919.696916465
"Esophagus - Muscularis","GTEX-14DAQ-1526-SM-5ZZW8.1",197824.075700617
"Esophagus - Muscularis","GTEX-14PHY-0726-SM-5YY8X.1",387953.951914181
"Esophagus - Gastroesophageal Junction","GTEX-14PJ5-1426-SM-68718.1",1373010.57513263
"Esophagus - Muscularis","GTEX-15CHQ-2026-SM-6AJAX.1",316926.067760484
"Esophagus - Mucosa","GTEX-15RIE-0826-SM-6M47X.1",1022637.5762686
"Esophagus - Gastroesophageal Junction","GTEX-15SHW-2026-SM-7KULX.1",335652.133178747
"Esophagus - Gastroesophageal Junction","GTEX-16MT8-1226-SM-6M488.1",197461.031280376
"Esophagus - Mucosa","GTEX-17EUY-1426-SM-7938X.1",787478.480834768
"Esophagus - Muscularis","GTEX-17MF6-1526-SM-7MGW8.1",261567.649228823
"Esophagus - Mucosa","GTEX-17MFQ-0526-SM-7KFTX.1",1303481.71310122
"Esophagus - Mucosa","GTEX-1AX9I-1426-SM-7DHM8.1",1216550.14111888
"Esophagus - Gastroesophageal Junction","GTEX-1C2JI-1326-SM-7IGMX.1",118165.103233438
"Esophagus - Gastroesophageal Junction","GTEX-1CB4E-1226-SM-7MKFX.1",134420.124371992
"Esophagus - Muscularis","GTEX-1EX96-2126-SM-9KNU8.1",184883.298785558
"Esophagus - Gastroesophageal Junction","GTEX-1GL5R-1626-SM-9JGGX.1",244516.272587804
"Esophagus - Muscularis","GTEX-1GMR8-2026-SM-7RHI8.1",444998.770333415
"Esophagus - Mucosa","GTEX-1HGF4-0926-SM-9WPP8.1",1031807.37565729
"Esophagus - Muscularis","GTEX-1HSEH-1226-SM-A96TX.1",221398.540795653
"Esophagus - Muscularis","GTEX-1HSGN-1726-SM-B2LXX.1",117286.76995866
"Esophagus - Muscularis","GTEX-1I1GR-1426-SM-CY8H8.1",509913.454894658
"Esophagus - Muscularis","GTEX-1I6K7-1526-SM-A96SX.1",126409.724906018
"Esophagus - Muscularis","GTEX-1ICG6-2026-SM-CE6SX.1",238004.895244118
"Esophagus - Mucosa","GTEX-1IDJF-1226-SM-C1YPX.1",1307826.53503379
"Esophagus - Mucosa","GTEX-1IDJH-2026-SM-CNNQX.1",2690369.95397534
"Esophagus - Mucosa","GTEX-1IKK5-1326-SM-AHZ2X.1",1718453.19654757
"Esophagus - Mucosa","GTEX-1J8Q3-2226-SM-A8N8X.1",915726.850062654
"Esophagus - Muscularis","GTEX-1JK1U-1926-SM-CJI38.1",526508.098232794
"Esophagus - Mucosa","GTEX-1JMPZ-2026-SM-C1YR8.1",1025963.53160243
"Esophagus - Muscularis","GTEX-1JMQJ-1026-SM-CNPP8.1",245265.783648948
"Esophagus - Mucosa","GTEX-1KAFJ-0626-SM-D3L8X.1",2590076.00510604
"Esophagus - Gastroesophageal Junction","GTEX-1LB8K-1526-SM-E9U58.1",213118.785792081
"Esophagus - Gastroesophageal Junction","GTEX-1LVAN-2126-SM-CNPQ8.1",769255.993160711
